title,author,price
The 13th directorate,Barry Chubin,0.99
Babysitters Club,Ann M. Martin,0.99
The Complete Science Fiction Treasury of H.G. Wells,H. G. Wells,0.99
Nancy Drew Starter Set,Carolyn Keene,0.99
THE GOON SHOW,VÁRIOS AUTORES,1.19
The Wizard's Apprentice,Jackie French Koller,1.39
The Curious Incident of the Dog in the Night-time,Mark Haddon,1.59
Boy Who Turned Into a TV Set,Stephen Manes,1.99
"Baby Einstein: Water, Water Everywhere","Disney Book Group,",1.99
Baby Einstein: Violet's House,Julie Aigner-Clark,1.99
Eat!,Roberta Grobel Intrater,1.99
Guilty as Charged,Scott Turow,1.99
Disney's Little Einsteins: Birthday Machine,Susan Ring,2.19
"Head, Shoulders, Knees and Toes ...",2,2.19
"Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed., 1994)",2,2.29
Where Is Baby's Mommy?,Karen Katz,2.39
Lewis Carroll's Jabberwocky,Graeme Base,2.39
"Moo, Baa, la la La!",Sandra Boynton,2.39
"Baby Einstein: Sweet Dreams, Mimi",Julie Aigner-Clark,2.59
Baby Einstein: Neighborhood Animals,Marilyn Singer;Julie Aigner-Clark,2.59
Baby Einstein: What Does Violet See? Raindrops and Puddles,Julie Aigner-Clark,2.79
What A Lady Wants,Victoria Alexander,2.99
"Martin Luther King, Jr",Martin Luther Jr King,2.99
The Homecoming,Harold Pinter,2.99
"Eats, Shoots & Leaves",Lynne Truss,2.99
The Lord of the Rings,J. R. R. Tolkien;Alan Lee,2.99
Winston S. Churchill,Randolph Spencer Churchill;Martin Gilbert,2.99
Bloodcurdling Tales of Horror and the Macabre: The Best of H. P. Lovecraft,H. P. Lovecraft,2.99
The Fellowship of the Ring,John Ronald Reuel Tolkien,2.99
About a Boy,Nick Hornby,2.99
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,2.99
"How to Buy, Sell, and Profit on eBay",Adam Ginsberg,2.99
Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,2.99
The Collected Poetry of Nikki Giovanni,Nikki Giovanni,2.99
The Queen of Attolia,Megan Whalen Turner,2.99
Midnighters #2: Touching Darkness,Scott Westerfeld,2.99
"Sleep, Pale Sister",Joanne Harris,2.99
The Wit and Wisdom of Winston Churchill,James C. Humes,2.99
A Little Bit Wicked,Victoria Alexander,2.99
Light,M. John Harrison,2.99
The Last of the Mohicans,James Fenimore Cooper,2.99
"Selected Poems (Melville, Herman)",Herman Melville,2.99
Cicero in Twenty-eight Volumes,Marcus Tullius Cicero,2.99
Metamorphoses,Publius Naso,2.99
Living with the Passive-Aggressive Man,Scott Wetzler,2.99
Henry VIII,William Shakespeare,2.99
Shakespeare's Sonnets,William Shakespeare,2.99
Henry IV,William Shakespeare,2.99
Henry V,William Shakespeare,2.99
As You Like It,William Shakespeare,2.99
Metamorphoses,Ovid,2.99
Descriptive Writing,Tara McCarthy,2.99
Dance of the Gods,Nora Roberts,2.99
The Pursuit of Happyness,Chris Gardner,2.99
"Kristin Lavransdatter, II: The Wife",Sigrid Undset,2.99
The Hound of the Baskervilles,Sir Arthur Conan Doyle,2.99
Tom Clancy's Net Force: Virtual Vandals,Tom Clancy;Steve Pieczenik;Diane Duane,2.99
Cutting Edge,Tom Clancy;Martin H. Greenberg;Jerome Preisler,2.99
Love-Lies-Bleeding,Don DeLillo,2.99
"In Search of Lost Time, Volume IV",Marcel Proust,2.99
"Plato, with an English Translation",Plato,2.99
Crime and Punishment,Fyodor Dostoyevsky,2.99
The Walking Dead,Robert Kirkman,2.99
Good Fight,Judd Winick;Matthew Clark,2.99
Disney's Little Einsteins: Galactic Goodnight,Susan Ring,2.99
Baby Einstein: Babies,Julie Aigner-Clark,2.99
Baby Einstein: Dogs,Julie Aigner-Clark,2.99
Baby Einstein: Birds,Julie Aigner-Clark,2.99
Savage Stone Age Sticker Book,Terry Deary;Martin Brown,2.99
Dr. Seuss's ABC,Dr. Seuss,3.09
My Little Pony: Hide-and-Seek,Jennifer Frantz,3.39
When I Feel Angry,Cornelia Maude Spelman,3.39
The Little Butterfly,2,3.39
The Little Baby Snoogle-Fleejer,Jimmy Carter,3.39
Alberic the Wise,Norton Juster,3.39
Disney's Little Einstein,Susan Ring,3.39
75 Years of Little Golden Books: 1942-2017,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson,3.39
Barnyard Dance!,Sandra Boynton,3.39
Scary Edwin Page,Alec Sillifant;Daniel Postgate,3.39
The Very Hungry Caterpillar,Eric Carle,3.59
Joseph Cornell,Joseph Cornell;Alison Baverstock,3.69
Baby's Animal Friends,Phoebe Dunn,3.79
Disney's Little Einsteins: Music of the Meadow,Susan Ring,3.79
Sir Gawain and the Green Knight,Selina Hastings,3.89
George Washington's Rules of Civility and Decent Behaviour,George Washington,3.99
"Click, Clack, Moo",Doreen Cronin;Betsy Lewin,3.99
Patrick,Tomie DePaola,3.99
The Chronicles of Narnia CD Box Set,C. S. Lewis,4.09
The Cognitive Style of PowerPoint,Edward R. Tufte,4.09
Big Anthony and the Magic Ring,Tomie DePaola,4.19
Love You Until...,Lisa McCourt,4.19
I Wonder Why I Blink,Brigid Avison,4.19
The Giraffe and the Pelly and Me,Roald Dahl;Quentin Blake,4.19
Counting Christmas,Karen Katz,4.19
Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,4.19
Baby's Alphabet,Jean Marzollo,4.19
Suki's Kimono,Chieri Uegaki;Stephane Jorisch,4.19
"Julius, the Baby of the World",Kevin Henkes,4.19
Once Upon a Cool Motorcycle Dude,Kevin O'Malley,4.19
Winter Days in the Big Woods,Laura Ingalls Wilder,4.19
Michael's Golden Rules,Deloris Jordan;Michael Jordan,4.19
Off to Sea,Robert Louis Stevenson;Catherine Nichols,4.19
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Audrey Wood,4.19
Little Miss Birthday,Roger Hargreaves,4.19
Dirty Beasts,Roald Dahl,4.19
Pioneer Girl,William Anderson,4.19
The Fourth of July Story,Alice Dalgliesh,4.19
The Deer in the Wood,Laura Ingalls Wilder,4.19
"The Gashlycrumb Tinies, Or, After the Outing",Edward Gorey,4.19
A Little Prairie House,Laura Ingalls Wilder,4.19
A Sound Like Someone Trying Not to Make a Sound,John Irving,4.19
Mr. Jelly and the Pirates,Roger Hargreaves,4.19
The Turtle and the Monkey,Paul Galdone,4.19
The Polar Express,Chris Van Allsburg,4.19
Where's My Cow?,Terry Pratchett,4.19
Christmas in Noisy Village,Astrid Lindgren;Ilon Wikland,4.19
It's Winter!,Linda Glaser,4.19
A Near Thing for Captain Najork,Russell Hoban,4.19
The Rainbow Goblins,Ul De Rico,4.19
The Enormous Crocodile,Roald Dahl;Quentin Blake,4.19
The Gettysburg Address,Abraham Lincoln,4.19
Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,4.19
Winter on the Farm,Laura Ingalls Wilder,4.19
The Bake Shop Ghost,Jacqueline K. Ogburn;Marjorie Priceman,4.19
Fergus and the Night-Demon,Jim Murphy,4.19
"Rest, Rabbit, Rest",Jacquelyn Reinach;Richard Hefter,4.19
Portrait of Dorian Gray,Elizabeth Gray,4.19
Cloudy With a Chance of Meatballs,Judi Barrett,4.19
"What a Scare, Jesse Bear",Nancy White Carlstrom,4.19
An Old-Fashioned Thanksgiving,Louisa May Alcott;James Bernardin,4.19
Christmas in the Big Woods,Laura Ingalls Wilder,4.19
A Picture Book of Anne Frank,2,4.19
A Tourist Guide to Lancre,Terry Pratchett;Stephen Briggs,4.19
Chester's Way,Kevin Henkes,4.19
The Man who Tricked a Ghost,Laurence Yep,4.19
"Boy, Were We Wrong about Dinosaurs!",Kathleen V. Kudlinski,4.19
Goodnight Moon 123,Margaret Wise Brown;Clement Hurd,4.19
A Picture Book of Thomas Jefferson,2,4.19
The Twelve Terrors of Christmas,John Updike,4.19
I Love Saturdays y domingos,Alma Flor Ada,4.19
How Tom Beat Captain Najork and His Hired Sportsmen,Russell Hoban;Quentin Blake,4.19
Clown,Quentin Blake,4.19
Time for Ballet,Adèle Geras;Shelagh McNicholas,4.19
Goodnight Moon 60th Anniversary Edition,Margaret Wise Brown,4.19
The Legend of the Poinsettia,2,4.19
Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz,4.19
Ocean Star Express,Mark Haddon;Peter Sutton,4.19
Koko's Kitten,Francine Patterson;Ronald H. Cohn,4.19
"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,4.19
Fourth of July mice,Bethany Roberts,4.19
A Journal,Beatrix Potter (Illustratorin),4.19
Hello! Is That Grandma?,Ian Whybrow;Deborah Allwright,4.19
Dragonology,Ernest Drake,4.19
The Night at the Museum,Milan Trenc,4.19
The Giraffe who was Afraid of Heights,David A. Ufer,4.19
I Wonder Why the Sun Rises,Brenda Walpole,4.19
1001 Illuminated Initial Letters,Owen Jones,4.19
How to Draw the Legend of Zelda,Michael Teitelbaum;Ron Zalme,4.19
The Berenstain Bears and the Blame Game,Stan Berenstain;Jan Berenstain,4.19
Stephen Biesty's Incredible Explosions,Stephen Biesty;Richard Platt,4.19
Disney's Little Einsteins: Butterfly Suits,Disney Book Group;Marcy Kelman,4.19
Time For Kids: Butterflies!,Editors of TIME For Kids,4.19
Secret of the Peaceful Warrior,Dan Millman,4.19
A Birthday for Frances,Russell Hoban,4.19
Ghost Ship,Mary Higgins Clark,4.19
Fantastic! Wow! and Unreal!,Ruth Heller,4.19
P.J. Funnybunny Camps Out,Marilyn Sadler,4.19
Little Miss Scary,Adam Hargreaves;Roger Hargreaves,4.19
From Far Away,Robert N. Munsch;Saoussan Askar;Michael Martchenko,4.29
History -,Thucydides,4.39
Little Miss Bad,Roger Hargreaves,4.39
"Since 1500, Chapters 15-30",Richard W. Bulliet,4.39
The Handbook (The Encheiridion),Epictetus;Nicholas P. White,4.49
Oh Say Can You Say?,Dr. Seuss,4.59
The Seasons: Summer,Núria Roca,4.59
The American Flag,Debra Hess,4.89
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,4.89
The White House,Debra Hess,4.99
Switch on the Night,Ray Bradbury;Leo Dillon;Diane Dillon,4.99
O Is for Old Dominion,Pamela Duncan Edwards;Troy Howell,4.99
M is for Mayflower,Margot Theis Raven;Jeannie Brett,4.99
Charlie and the Chocolate Factory,Roald Dahl,4.99
A Little House Birthday,Laura Ingalls Wilder,4.99
Frankenstein Makes a Sandwich,Adam Rex,4.99
Common Ground,Molly Bang,4.99
The Statue of Liberty,Debra Hess,4.99
Apple Pie Fourth of July,Janet S. Wong;Margaret Chodos-Irvine,4.99
Winter is the Warmest Season,Lauren Stringer,4.99
Amelia's Notebook,Marissa Moss,4.99
Beatrice's Goat,Page McBrier,4.99
The Star-Spangled Banner,Debra Hess,4.99
The Meanest Thing to Say,Bill Cosby;Varnette P. Honeywood,4.99
Diary of a Spider,Doreen Cronin,4.99
The Liberty Bell,Debra Hess,4.99
Rosa,Nikki Giovanni,4.99
Today I Feel Silly & Other Moods That Make My Day,Jamie Lee Curtis,4.99
The Easter Rabbit's Parade,Lois Lenski,4.99
William Shakespeare's Romeo and Juliet,2,4.99
The Mini Zen Gardening Kit,Abd Al-Hayy Moore,4.99
"Sagwa, The Chinese Siamese Cat",Amy Tan,4.99
Catwings,Ursula K. Le Guin,4.99
Do Not Open this Book!,Michaela Muntean,4.99
The Twelve Dancing Princesses,Marianna Mayer,4.99
Math Fables,Greg Tang,4.99
Love,Pablo Neruda,5.29
How I Became a Pirate,Melinda Long;David Shannon,5.39
The Atlantis Dialogue,Plato,5.59
Creatures of the Night,Neil Gaiman;Michael Zulli;Todd Klein,5.59
"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",Hardpress,5.59
The Rumble Seat Pony,Clarence William Anderson,5.59
Edward Lear's Book of Nonsense,Edward Lear,5.59
Mahatma Gandhi and His Myths,Mark Shepard,5.59
Aquatic Turtles,Richard D. Bartlett;Patricia Bartlett,5.59
The Brooklyn Bridge,Elizabeth Mann;Alan Witschonke,5.59
"Oliver and Albert, Friends Forever",Jean Van Leeuwen,5.79
Big Dog ... Little Dog,2,5.79
The Marriage of Heaven and Hell,William Blake,5.79
Babar's World Tour,Laurent de Brunhoff,5.79
The Trail of Tears,Joseph Bruchac;Diana Magnuson,5.79
The Sea-thing Child,Russell Hoban,5.79
Once a Wolf,Stephen R. Swinburne;Jim Brandenburg,5.79
Devil by the Deed,Matt Wagner;Rich Rankin,5.79
There's No Such Place as Far Away,Richard Bach,5.79
In the Shadow of No Towers,Art Spiegelman,5.79
Captain Cat,Syd Hoff,5.79
I Can Read with Me Eyes Shut!,Dr. Seuss,5.79
Sector 7,David Wiesner,5.79
Barack Obama,Marlene Targ Brill,5.79
Code Word Kangaroo,George Edward Stanley,5.79
"The Lion, the Witch and the Wardrobe (picture book edition)",C. S. Lewis,5.79
Ballet Class Coloring Book,John Green;Caroline Denzler,5.79
The Big Box,Toni Morrison;Slade Morrison,5.79
Moose Master,George Edward Stanley,5.79
Hell House,Ian Edginton;Simon Fraser,5.79
Richard Matheson's Hell House,Ian Edington;Simon Fraser;Chris Ryall,5.79
"Mine, All Mine",Ruth Heller,5.79
"20,000 Leagues Under the Sea",Jules Verne;Pauline Francis,5.79
SantaKid,James Patterson,5.79
Bill Gates,Sara Barton-Wood,5.79
CliffsNotes on Heller's Catch-22,C. A. Peek,5.79
The Secret Garden Coloring Book,Frances Hodgson Burnett,5.79
Roald Dahl,Jason Hook,5.79
Simple Acts of Faith,Margaret Feinberg,5.79
The Truth about Columbus,James W. Loewen,5.79
Oliver Twist,Pauline Francis;Charles Dickens,5.79
Edward Lear,Edward Lear,5.79
The Spy Who Barked,George Edward Stanley,5.79
William Shakespeare's Twelfth Night,Bruce Coville;Tim Raglin,5.79
Many Luscious Lollipops,Ruth Heller,5.79
"Remembrance of Things Past, Part 2",Stéphane Heuet;Marcel Proust;Stanislas Brézet,5.79
Captain Slaughterboard Drops Anchor,Mervyn Peake,5.79
Flap Your Wings,2,5.79
A Guide for Using a Wrinkle in Time in the Classroom,John Carratello;Patty Carratello,5.79
"Oh, the Places You'll Go!",Dr. Seuss,5.79
A Full House,Madeleine L'Engle,5.79
How Much is that Guinea Pig in the Window?,Joanne Rocklin,5.79
Vincent's Colors,"Metropolitan Museum of Art (New York, N.Y.)",5.79
Black Beauty Coloring Book,Anna Sewell;John Green,5.79
"The Road Not Taken, and Other Poems",Robert Frost,5.89
Facts in the Case of the Departure of Miss Finch HC,Neil Gaiman;Michael Zulli,6.09
A Clockwork Orange,Anthony Burgess,6.09
Babar the King,Jean de Brunhoff,6.19
The Canterville Ghost,Oscar Wilde,6.19
"The Santaland Diaries ; And, Season's Greetings",David Sedaris,6.39
Collected Children's Stories,Sylvia Plath,6.39
Isle of Darksmoke,Larry DiTillio,6.49
Bill Bryson's African Diary,Bill Bryson,6.49
Brokeback Mountain,Annie Proulx,6.49
The Wolves in the Walls,Neil Gaiman,6.59
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,6.59
Daisy-head Mayzie,Dr. Seuss,6.59
CliffsNotes on Wright's Black Boy,Carl Senna,6.59
Ivanhoe,Marianna Mayer;Sir Walter Scott,6.59
Howl and Other Poems,Allen Ginsberg,6.59
The Notebooks of Lazarus Long,Robert A. Heinlein,6.59
Death of a Naturalist,Seamus Heaney,6.69
The Tale of Jemima Puddle-Duck,Beatrix Potter,6.69
Han'guk-sik Sarang,J. Torres,6.79
The -Alchemist's Kitchen,Guy Ogilvy,6.79
The Alienist,Machado de Assis,6.79
The Tale of The Flopsy Bunnies,Beatrix Potter,6.79
Dr. Seuss's Sleep Book,2,6.79
The Trial and Death of Socrates (Third Edition),Plato;George Maximilian Anthony Grube;John Madison Cooper,6.79
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,6.89
Crackup,Len Morgan,6.99
The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,6.99
The Malady of Death,Marguerite Duras,6.99
The Cat in the Hat,Dr. Seuss,7.09
The Apple that Astonished Paris,Billy Collins,7.09
The Three Musketeers,Alexandre Dumas,7.09
The Spiral Stair,Joan Aiken;Quentin Blake,7.19
Green Eggs and Ham,Theodor Seuss Geisel;Dr. Seuss,7.19
The Dot and the Line,Norton Juster,7.19
Disaster!,Richard Platt,7.29
Answers to Questions Teachers Ask about Sensory Integration,Carol Stock Kranowitz;Stacey Szklut;Lynn Balzer-Martin;Elizabeth Haber;Deanna Iris Sava,7.29
On Being Ill,Virginia Woolf,7.29
Bridget Jones's Guide to Life,Helen Fielding,7.39
The Three Musketeers,2,7.39
Beauty and the Beast,2,7.39
The Tale of the Unknown Island,José Saramago,7.39
Tree,David Burnie,7.39
The Octopus,Cynthia Rylant;Preston McDaniels,7.39
The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift;Lynd Ward,7.39
The Stone Fey,Robin McKinley,7.39
Insects & Spiders,David Burnie,7.39
A Young Person's Guide to Philosophy,2,7.39
The Trojan Women and Hippolytus,Euripides,7.39
Flowers,David Burnie,7.39
CliffsNotes on Shakeapeare's Twelfth Night,J. L. Roberts,7.39
The Wit and Wisdom of Mark Twain,Mark Twain,7.39
My Little House Crafts Book,Carolyn Strom Collins,7.39
Persuasive Writing,Tara McCarthy,7.39
Grizzwold,Syd Hoff,7.39
This is New York,Miroslav Sasek,7.39
A Modest Proposal and Other Satirical Works,Jonathan Swift,7.39
Chester,Syd Hoff,7.39
The Illustrated Book of Ballet Stories,Barbara Newman;Gill Tomblin;Darcey Bussell,7.39
Gulliver's Travels,2,7.39
The Eagle,Cynthia Rylant;Preston McDaniels,7.39
Anne Frank,Johanna Hurwitz,7.39
Screwjack,Hunter S. Thompson,7.39
Who Wants a Cheap Rhinoceros?,Shel Silverstein,7.39
Lentil,Robert McCloskey,7.39
Happy Birthday to You!,Dr. Seuss,7.39
McElligot's Pool,2,7.39
Seabiscuit,B. K. Beckwith,7.39
Eureka Mill,Ron Rash,7.39
"Merry Christmas, Amelia Bedelia",Peggy Parish,7.39
The Sideways Guide to Wine and Life,Alexander Payne;Jim Taylor,7.39
"Teach Us, Amelia Bedelia",Peggy Parish,7.39
"Burt Dow, Deep-Water Man",2,7.39
Amelia Bedelia Goes Camping,Peggy Parish,7.39
The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,7.39
I Wish that I Had Duck Feet,Dr. Seuss;Barney Tobey,7.39
My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,7.39
I'm Too Young To Be Seventy,Judith Viorst,7.39
Amelia Bedelia Helps Out,Peggy Parish,7.39
The Bears on Hemlock Mountain,Alice Dalgliesh,7.39
20000 LEAGUES UNDER THE SEA,JULIO VERNE,7.39
Time of Wonder,Robert McCloskey,7.39
Women & Cats,Michelle Lovric,7.59
Mini-Manual of the Urban Guerrilla,Carlos Marighella,7.59
Stephen King's Creepshow,Stephen King;Berni Wrightson;Michele Wrightson,7.59
Notebook of a Return to the Native Land,Aimé Césaire;Clayton Eshleman;Annette Smith,7.59
On Bullshit,Harry G. Frankfurt,7.69
Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,7.69
A Child's Garden of Verses,Robert Louis Stevenson,7.69
Sunny the Yellow Fairy,Daisy Meadows,7.69
Junie B. Jones and a Little Monkey Business,Barbara Park,7.79
A Tempest,Aimé Césaire;Richard Miller,7.89
Quimby the Mouse,Chris Ware,7.89
The Simple Truth,Philip Levine,7.89
CliffsNotes on Euripides' Medea & Electra,Robert J. Milch,7.89
The Diary of Anne Frank,Frances Goodrich;Albert Hackett;Wendy Ann Kesselman,7.99
Mercy Watson,Kate DiCamillo;Chris Van Dusen,7.99
The Scripture of the Golden Eternity,Jack Kerouac,8.19
Cliffs notes on Faulkner's As I lay dying,James L. Roberts,8.19
An Adult Evening of Shel Silverstein,Shel Silverstein,8.19
Wonder of the World,David Lindsay-Abaire,8.19
CliffsNotes on Faulkner's The Sound and the Fury,James L. Roberts,8.19
Deluxe Encyclopedia of Mandolin Chords,John Baxter,8.19
Michael W. Smith,Michael W. Smith,8.19
Frankenstein,Mary Shelley,8.19
Mapping the Big Picture,Heidi Hayes Jacobs,8.19
One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),Ken Kesey,8.19
House of Incest,Anaïs Nin,8.19
The Lord of the Rings,Jude Fisher,8.19
The Green Toenails Gang,Marjorie Weinman Sharmat,8.19
"The Lord of the Rings, the Return of the King",Jude Fisher,8.19
Ruby Gloom's Guide to Friendship,Mighty Fine Inc.,8.19
CliffsNotes on Woolf's Mrs. Dalloway,Gary Carey,8.19
Planet of the Apes,Ian Edginton;Paco Medina;Adrian Sibar,8.19
Snow,Roy McKié;Philip D. Eastman,8.19
"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,8.19
The Lorax,Dr. Seuss,8.19
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,8.29
The Sly Spy,Marjorie Weinman Sharmat,8.39
Secrets Of The Heart,Khalil Gibran,8.39
Four Baboons Adoring the Sun,John Guare,8.39
The Diamond Color Meditation,John Diamond,8.39
Voting Rights Days,Ellen Weiss,8.49
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,8.59
Holy the Firm,Annie Dillard,8.59
The Firm,John Grisham,8.59
The Pigeon,Patrick Süskind,8.69
An Ideal Husband,Oscar Wilde,8.79
PS I Love You Baby Collection,Lynda Milligan;Nancy Smith,8.89
When the Darkness Will Not Lift,John Piper,8.89
No Dress Rehearsal,Marian Keyes,8.89
Serena and the Sea Serpent,Garth Nix,8.89
Escape from Fire Mountain,Gary Paulsen,8.99
The Case of the Snowboarding Superstar,James Preller,8.99
Christmas Stories,Laura Ingalls Wilder,8.99
Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,8.99
The Maps of Tolkien's Middle-earth,Brian Sibley,8.99
Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,8.99
Tom Hunter,Tracy Chevalier;Colin Wiggins,8.99
"God Bless You, Dr. Kevorkian",Kurt Vonnegut,8.99
The Trojan Women,Euripides;Gilbert Murray,8.99
The Aristotle's Ethics,Aristotle,8.99
Little House Friends,Heather Henson;Laura Ingalls Wilder,8.99
Heather the Violet Fairy,Daisy Meadows,8.99
Sky the Blue Fairy,Daisy Meadows;Georgie Ripper,8.99
Inky the Indigo Fairy,Daisy Meadows,8.99
The Hundred Dresses,Eleanor Estes,8.99
Mystery Play,Grant Morrison;Jon J. Muth,8.99
The Case of the Kidnapped Candy,James Preller,8.99
Happy Endings,Mimi Dietrich,8.99
A Faith Like Mine,Laura Buller,8.99
Mrs. Dalloway's Party,Virginia Woolf;Stella McNichol,8.99
CliffsNotes On Joyce's Dubliners,Adam Sexton,8.99
The Pizza Monster,Marjorie Weinman Sharmat;Mitchell Sharmat,8.99
CliffsNotes on Shakespeare's King Henry IV,James K. Lowers,8.99
All the King's Men,L. David Allen;Robert H. Lynn,8.99
Not Just a Pretty Face,Molly Lee,8.99
Serial Murder,Robert W. Dolan,8.99
The Body,Stephen King;Robin Waterfield,8.99
CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,8.99
Freedom Riders,Ann Bausum,8.99
The Storm,Cynthia Rylant,8.99
Amelia's 6th-Grade Notebook,Marissa Moss,8.99
Letters to a Young Poet,Rainer Maria Rilke;Franz Xaver Kappus;Reginald Snell,8.99
CliffsNotes on Hemingway's The Sun Also Rises,Gary Carey,8.99
Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,8.99
"J. D. Salinger, The Catcher in the Rye",Jerome David Salinger;Rudolph F. Rau,8.99
"Sit, Walk, Stand",Watchman Nee,8.99
Sad Underwear and Other Complications,Judith Viorst,8.99
CliffsNotes on Wiesel's Night,Maryam Riess,8.99
CliffsNotes on Flaubert's Madame Bovary,James L. Roberts,8.99
CliffsNotes on Voltaire's Candide,Francois Marie Arouet;James K. Lowers,8.99
Laura's Album,William Anderson,8.99
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,8.99
The Jew of Malta,Christopher Marlowe;Havelock Ellis,8.99
Uncle Shelby'S Abz Book,Shel Silverstein,8.99
The Frequencies,Noah Eli Gordon,9.09
The Heidi Chronicles,Wendy Wasserstein,9.09
Tale of Genji,Yoshitaka Amano,9.09
The Spirit Level,Seamus Heaney,9.19
The Very Persistent Gappers of Frip,George Saunders;Lane Smith,9.39
Collected Poems,Chinua Achebe,9.39
Marxism and Literary Criticism,Terry Eagleton,9.39
The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,9.39
The Elements of Style,William Strunk;Elwyn Brooks White,9.49
Herman N. Hesse's Narcissus and Goldmund,Kathleen E. Digan,9.49
The World of Jules Verne,Gonzague Saint Bris,9.49
Some Ether,Nick Flynn,9.49
First Love,Joyce Carol Oates,9.59
"Junie B., First Grader",Barbara Park,9.59
Make Four Million Dollars by Next Thursday!,Stephen Manes,9.69
The Builders,Maeve Binchy,9.69
The Communist Manifesto,Karl Marx;Friedrich Engels,9.79
CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire,James L. Roberts,9.79
Anita Diamant's The Red Tent,Ann Finding,9.79
Expository Writing,Tara McCarthy,9.79
Mr Majeika and the School Trip,Humphrey Carpenter,9.89
Conan and the Demons of Khitai,Akira Yoshida;Paul Lee;Robert Ervin Howard;Pat Lee,9.99
A Hundred Camels in the Courtyard,Paul Bowles,9.99
The Whipping Boy,Sid Fleischman,9.99
The Symposium,Plato;Christopher Gill,9.99
Roald Dahl's James and the giant peach,Roald Dahl,10.09
Confessions of a French Baker,Peter Mayle;Gerard Auzet,10.09
"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",William L Robinson,10.19
The Birth of Tragedy,Friedrich Wilhelm Nietzsche,10.19
Sizzle,Jennifer Crusie,10.19
You Come Too,Robert Frost,10.19
JLA,Grant Morrison,10.29
Sense and Sensuality,Ravi Zacharias,10.39
Beowulf,Robert Nye,10.39
Reason in History,Georg Wilhelm Friedrich Hegel,10.49
The Iliad,Nick McCarty;Victor G. Ambrus,10.49
Aeschylus: The Oresteia,Simon Goldhill,10.49
Death,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,10.49
Son of Superman,Howard V. Chaykin;David Tischman,10.49
Jungle Love Level 5,Margaret Johnson,10.49
Coach,Michael M. Lewis,10.59
CliffsNotes on Dostoevsky's The Brothers Karamazov,James L. Roberts;Gary Carey,10.59
Werewolves Don't Run For President,Debbie Dadey;Marcia Thornton Jones,10.59
Earthquake in the Early Morning,Mary Pope Osborne,10.59
Stanley Yelnats' Survival Guide to Camp Green Lake,Louis Sachar,10.59
A Manual for Living,Epictetus,10.59
The Complete Theory Fun Factory,Katie Elliott;Ian Martin,10.59
Sideways Arithmetic from Wayside School,Louis Sachar,10.59
Conversations with J.K. Rowling,Lindsey Fraser,10.59
The Christians and the Fall of Rome,Edward Gibbon,10.59
The School Skeleton,Ron Roy,10.59
Jimi Hendrix,Peter Doggett,10.59
"John Constantine, Hellblazer: Setting sun",Warren Ellis,10.59
The Barefoot Book of Ballet Stories,Jane Yolen;Heidi Stemple,10.59
On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,10.59
The Zen Gardening Kit,Running Press,10.59
Amber Brown Is Not a Crayon,Paula Danziger,10.59
Flowers for Algernon,Patrice Cassedy,10.59
Abandonment,Kate Atkinson,10.59
Trainspotting,Murray Smith,10.59
