title,author,price
Fitzgerald: All The Sad Young Men,F. Scott Fitzgerald,51.39
The Bostonians,Henry James,51.39
In Focus,National Geographic Society (U.S.),51.39
The Canterbury Tales,Geoffrey Chaucer,51.39
Promise Me,Harlan Coben,51.39
The Tristan Betrayal,Robert Ludlum,51.49
Great Expectations,Charles Dickens,51.49
Time & Again,Nora Roberts,51.49
The Shining,Stephen King,51.49
Three Gothic Novels,Horace Walpole;William Beckford;Mary Shelley,51.49
The Sparrow,Mary Doria Russell,51.59
The Last Temptation of Christ,Nikos Kazantzakis,51.59
"Easy Riders, Raging Bulls",Peter Biskind,51.59
Lands of Promise and Despair,Rose Marie Beebe;Robert M. Senkewicz,51.59
Sexus,Henry Miller,51.59
Night Draws Near,Anthony Shadid,51.69
Light in August,William Faulkner,51.69
Brighid's Quest,P. C. Cast,51.69
Mansfield Park,Jane Austen,51.69
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,51.69
The Lord of the Rings: The return of the king,John Ronald Reuel Tolkien,51.79
The Autobiography of Mark Twain,Charles Neider,51.79
Her Smoke Rose Up Forever,James Tiptree,51.79
The Odyssey,Homer;Robert Fitzgerald;Seamus Heaney,51.89
The Conan Chronicles 1,Robert Jordan,51.99
"The Paris Review Interviews, I",The Paris Review,51.99
See how She Dies,Lisa Jackson,51.99
A Fistful of Charms,Kim Harrison,51.99
The Hunchback of Notre-Dame,Victor Hugo;Walter J. Cobb,51.99
Book of the Dead,Patricia Daniels Cornwell,52.09
Fanny,Erica Jong,52.19
Isak Dinesen,Judith Thurman,52.19
True Evil,Greg Iles,52.19
Rage of angels,Sidney Sheldon,52.19
Kilo Class,Patrick Robinson,52.19
War of the Rats,David L. Robbins,52.19
Contemporary Political Philosophy,Will Kymlicka,52.19
Music & Silence,Rose Tremain,52.19
Expelled from Eden,Perseus,52.19
Selected Poems of Herman Melville,Herman Melville,52.19
The Pact,Jodi Picoult,52.19
The Mind's I,Douglas R. Hofstadter;Daniel Clement Dennett,52.19
The Empty Chair,Jeffery Deaver,52.19
Great Short Works of Herman Melville,Herman Melville,52.19
BFF,Judy Blume,52.19
Dead Souls,Nikolay Gogol,52.19
Nuns and Soldiers,Iris Murdoch,52.19
Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,52.19
The Good Housekeeping Illustrated Cookbook,Zoe Coulson,52.19
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,52.19
Easy Riders Raging Bulls,Peter Biskind,52.19
The Dark Mirror,Juliet Marillier,52.19
The Mammoth Book of Golden Age Science Fiction,Isaac Asimov;Charles G. Waugh;Martin Harry Greenberg,52.19
A civil action,Jonathan Harr,52.19
The Return of the Shadow,John Ronald Reuel Tolkien;Christopher Tolkien,52.19
The Letters of John and Abigail Adams,Abigail Adams,52.19
Millie's Fling,Jill Mansell,52.19
Alfred Hitchcock,Alfred Hitchcock,52.19
Assumed Identity,David Morrell,52.19
Wasteland of Flint,Thomas Harlan,52.19
Where There's Smoke,Sandra Brown,52.19
Glamorous Powers,Susan Howatch,52.19
Marie Antoinette,Antonia Fraser,52.19
Kiss,Jill Mansell,52.19
Glittering Images,Susan Howatch,52.19
Colossians and Philemon,Robert McL Wilson,52.19
Youth in Revolt,C. D. Payne,52.19
Molloy,Samuel Beckett,52.19
The Prime of Miss Jean Brodie,Muriel Spark;Frank Kermode,52.19
By Myself and Then Some,Lauren Bacall,52.19
Lisey's Story,Stephen King,52.29
Special Topics in Calamity Physics,Marisha Pessl,52.39
Robert Frost,Jay Parini,52.39
Labyrinth,Kate Mosse,52.49
A Time to Kill,John Grisham,52.49
Selected Speeches and Writings,Abraham Lincoln,52.49
Lost City,Clive Cussler,52.49
The Living Blood,Tananarive Due,52.49
CSS Cookbook,Christopher Schmitt,52.59
The Amber Spyglass,Philip Pullman,52.79
A Dark and Hungry God Arises,Stephen R. Donaldson,52.79
The Boleyn Inheritance,Philippa Gregory,52.79
Sophie's World,Jostein Gaarder,52.79
The Presocratic Philosophers,G. S. Kirk;J. E. Raven;M. Schofield,52.79
Catch-22,Joseph Heller,52.89
The Hotel New Hampshire,John Irving,52.99
Cuba : Brendan Sainsbury,Brendan Sainsbury,52.99
Not Your Mother's Slow Cooker Cookbook,Beth Hensperger;Julie Kaufmann,52.99
Blood Lines,Richard Matheson;Mark Dawidziak,52.99
Watermelon,Marian Keyes,52.99
"The Adventures of Tom Sawyer, And, Adventures of Huckleberry Finn",Mark Twain,52.99
The Best of Roald Dahl,Roald Dahl,52.99
History of Philosophy,Frederick Charles Copleston,53.09
The diaries,Franz Kafka,53.09
The Da Vinci Code,Dan Brown,53.19
Warhost of Vastmark,Janny Wurts,53.19
Cane River,Lalita Tademy,53.19
Selections from Homer's Iliad,Homer,53.19
The Last Templar,Raymond Khoury,53.29
Latin Via Ovid,Norma Goldman;Jacob E. Nyenhuis,53.39
Hunters of Dune,Brian Herbert;Kevin J. Anderson,53.39
The Essential Kierkegaard,S瞨en·Kierkegaard,53.39
London Fields,Martin Amis,53.59
Altered Carbon,Richard K. Morgan,53.59
Golden Buddha,Clive Cussler;Craig Dirgo,53.69
A Darkness at Sethanon,Raymond E. Feist,53.69
Baudolino,Umberto Eco,53.69
Lirael,Garth Nix,53.69
The Twenty-seventh City,Jonathan Franzen,53.79
The Annotated Uncle Tom's Cabin,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,53.79
One Matchless Time,Jay Parini,53.79
Great Dialogues of Plato,Plato,53.79
The Blank Slate,Steven Pinker,53.79
The Antiquary,Sir Walter Scott,53.79
C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,53.79
The Invisible Writing,Arthur Koestler,53.79
The Bone Collector,Jeffery Deaver,53.79
Saving Faith,David Baldacci,53.79
The Twenty-Seventh City,Jonathan Franzen,53.79
John James Audubon,Richard Rhodes,53.79
A Life in Letters,F. Scott Fitzgerald,53.79
Tales Before Tolkien,Douglas A. Anderson,53.79
The Magic Journey,John Nichols,53.79
Ines of My Soul LP,Isabel Allende,53.79
"The Sea, the Sea",Iris Murdoch,53.79
Collected Prose,Paul Auster,53.79
Entre Amis,Michael Oates;Larbi Oukada,53.79
Strong Motion,Jonathan Franzen,53.79
Shadow Fires,Dean Ray Koontz,53.79
$30 Film School,Michael Wareham Dean,53.79
The Mating Mind,Geoffrey Miller,53.79
Hooked,Pauline Kael,53.79
Not Without My Daughter,Betty Mahmoody;William Hoffer,53.79
Sorcery Rising,Jude Fisher,53.79
Wonderland,Joyce Carol Oates,53.79
Julian,Gore Vidal,53.79
Trevayne,Robert Ludlum,53.79
Fragmenta,Plutarcus;Ευριπιδες,53.79
The Firefly,P. T. Deutermann,53.79
The Robber Bride,Margaret Atwood,53.79
Industrial Magic,Kelley Armstrong,53.79
Personal Injuries,Scott Turow,53.79
National Geographic Society,C. D.B. Bryan,53.79
The Footprints of God,Greg Iles,53.79
The Science Book,Peter Tallack,53.79
Galapagos,William Beebe,53.79
Dracula,Bram Stoker,53.79
Middlesex,Jeffrey Eugenides,53.89
Chaucer's Canterbury Tales (Selected),Geoffrey Chaucer;Vincent F. Hopper,53.99
In Conquest Born,C. S. Friedman,53.99
The Peloponnesian War,Thucydides;Steven Lattimore,53.99
Uncle Tom's Cabin,Harriet Beecher Stowe,53.99
The Tolkien Companion,J. E. A. Tyler;John Ronald Reuel Tolkien,54.09
I Am that,Sri Nisargadatta Maharaj;Sudhakar S. Dikshit,54.09
Jane Eyre,Charlotte Brontë,54.19
Situationist International Anthology,Ken Knabb,54.19
The Franco-Prussian War,Michael Howard,54.19
Back Bay,William Martin,54.19
The Charterhouse of Parma,Stendhal,54.19
Sailor Song,Ken Kesey,54.29
The Portable John Adams,John Adams,54.29
River of Ruin,Jack Du Brul,54.39
The World as Will and Representation,Arthur Schopenhauer,54.39
In Search of Lost Time,Marcel Proust,54.39
Red Dragon,Thomas Harris,54.39
Race of Scorpions,Dorothy Dunnett,54.39
Europe and the People Without History,Eric R. Wolf,54.39
Christian Theology,Alister E. McGrath,54.39
The Boys of Everest,Clint Willis,54.49
Deep Six,Clive Cussler,54.49
The Unconsoled,Kazuo Ishiguro,54.49
The Unconsoled,Kazuo Ishiguro,54.49
The Testament,John Grisham,54.49
Shock Wave,Clive Cussler,54.69
STINGER,Robert McCammon,54.79
Jesus and the Eyewitnesses,Richard Bauckham,54.79
Moods,Louisa May Alcott,54.79
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,54.99
On Genesis,Saint Augustine (of Hippo),54.99
The Idiot,Fyodor Dostoyevsky;Constance Garnett,54.99
1491,Charles C. Mann,55.09
Leadership in Organizations,Gary A. Yukl,55.19
Maximum City,Suketu Mehta,55.19
Wizard,Marc J. Seifer,55.19
The Iliad,Homer,55.19
White Teeth,Zadie Smith,55.19
Walk about,Bill Bryson,55.29
The Circle,David Poyer,55.29
Regeneration,Julie E. Czerneda,55.29
Revenge of the Lawn,Richard Brautigan,55.39
When the Lion Feeds,Wilbur Smith,55.39
A Short History of Nearly Everything,Bill Bryson,55.39
Thirteen,Richard K. Morgan,55.39
Wolfskin,Juliet Marillier,55.39
Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,55.39
History of Philosophy Volume 1,Frederick Copleston,55.39
Where I'm Calling from,Raymond Carver,55.39
Phenomenology of Perception,Maurice Merleau-Ponty,55.39
"Salonica, City of Ghosts",Mark Mazower,55.39
Virginia Woolf,Julia Briggs,55.39
Bowling Alone,Robert D. Putnam,55.39
Imajica II,Clive Barker,55.39
Fools Die,Mario Puzo,55.39
The Sixties,Todd Gitlin,55.39
King Arthur Flour Whole Grain Baking,2,55.39
Korea's Place in the Sun: A Modern History (Updated),Bruce Cumings,55.39
Independent People,Halldór Laxness;J. Anderson Thompson,55.39
Ivanhoe,Walter Scott,55.39
By Slanderous Tongues,Mercedes Lackey;Roberta Gellis,55.39
A Short History of Nearly Everything,Bill Bryson,55.49
Raise the Titanic!,Clive Cussler,55.49
Shout!,Philip Norman,55.59
Passing,Nella Larsen;Carla Kaplan,55.59
Glamorama,Bret Easton Ellis,55.59
The Poisonwood Bible,Barbara Kingsolver,55.59
The Women's War,Alexandre Dumas,55.59
"Sor Juana, Or, The Traps of Faith",Octavio Paz,55.69
V.,Thomas Pynchon,55.69
The Cardinal of the Kremlin,Tom Clancy,55.69
Last Man Standing,David Baldacci,55.79
The Complete Short Novels,Anton Pavlovich Chekhov,55.79
The Stranger Beside Me,Ann Rule,55.99
Absolute Power,David Baldacci,55.99
Elphame's Choice,P. C. Cast,56.09
George Bernard Shaw's Plays,Bernard Shaw,56.09
The Great Wave,David Hackett Fischer,56.19
Sparknotes Henry IV,John Crowther,56.19
Reversible Errors,Scott Turow,56.29
The Scarlet Letter,Nathaniel Hawthorne,56.29
The Return of the King,J. R. R. Tolkien,56.39
A Harlot High and Low,Honore Balzac,56.39
The Three Musketeers,Alexandre Dumas,56.49
Call After Midnight & Under the Knife,Tess Gerritsen,56.49
Theodore Rex,Edmund Morris,56.49
The complete stories,Flannery O'Connor,56.49
The Little Friend,Donna Tartt,56.49
The Hemingway Women,Bernice Kert,56.59
Sodom and Gomorrah,Marcel Proust,56.69
Wodehouse on crime,2,56.69
Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,56.79
The Glass Bead Game,Hermann Hesse,56.79
Terrible Swift Sword,Bruce Catton,56.79
A History of Modern Psychology,Duane Schultz;Sydney Schultz,56.79
Never Call Retreat,Bruce Catton;Everette Beach Long,56.79
The Metamorphoses of Ovid,Allen Mandelbaum,56.89
Charlie Wilson's War,George Crile,56.99
Roughing It,Mark Twain,56.99
La chartreuse de Parme,Jm Stendhal,56.99
Six Frigates,Ian W. Toll,56.99
D.H. Lawrence,John Worthen,56.99
The African Trilogy,Chinua Achebe,56.99
Main Street,Sinclair Lewis,56.99
The Courtesan,Susan Carroll,56.99
Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,56.99
What are the 7 Wonders of the World?,Peter D'Epiro;Mary Desmond Pinkowish,56.99
The Red and the Black,Stendhal,56.99
An Autobiography,Agatha Christie,56.99
Sammlung,Jorge Luis Borges;Eliot Weinberger,56.99
Tucket's Travels,Gary Paulsen,56.99
Saint-Exupery,Stacy Schiff,56.99
The Vanished Man,Jeffery Deaver,56.99
The Name of the Rose,Umberto Eco,56.99
The Metaphysical Club,Louis Menand,56.99
A Man Betrayed,J. V. Jones,56.99
Ovid's Metamorphoses,Ovid,56.99
Different Seasons,Stephen King,56.99
Different Seasons,Stephen King,56.99
The Survivor,John F. Harris,56.99
Plato in twelve volumes,Plato,56.99
The Satanic Verses,Salman Rushdie,57.09
Well of Darkness,Margaret Weis;Tracy Hickman,57.19
The New York Stories of Henry James,Henry James;Colm Tóibín,57.29
Inkheart,Cornelia Caroline Funke,57.29
The Big Rock Candy Mountain,Wallace Stegner,57.29
Allusions in Ulysses,Weldon Thornton,57.29
This Alien Shore,C. S. Friedman,57.39
Hannibal,Thomas Harris,57.39
Still Life with Crows,Douglas Preston;Lincoln Child,57.39
Spencerville,Nelson DeMille,57.39
Crime and Punishment,Fyodor Dostoyevsky,57.39
Edie,Jean Stein,57.39
Crime and Punishment,Fyodor Dostoyevsky,57.39
Collected Fictions,Jorge Luis Borges;Andrew Hurley,57.49
The Hunted,L. A. Banks,57.49
Skeleton Crew,Stephen King,57.59
Cry to Heaven,Anne Rice,57.59
Ghost Story,Peter Straub,57.69
Set this House on Fire,William Styron,57.69
The Coming Fury,Bruce Catton;Everette Beach Long,57.79
Thriller,James Patterson,57.79
Hegel: Elements of the Philosophy of Right,Georg Wilhelm Fredrich Hegel,57.89
The complete guide to Middle-earth,Robert Foster,57.89
Long Distance Life,Marita Golden,57.99
Wind Rider's Oath,David Weber,57.99
Paris 1919,Margaret MacMillan,57.99
Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,58.19
On the Origins of War and the Preservation of Peace,Donald Kagan,58.29
The Will to Power,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,58.49
Eden in the East,Stephen Oppenheimer,58.49
The Portable Arthur Miller,Arthur Miller,58.49
Tell Me No Lies,Elizabeth Lowell,58.59
Hiero,Xenophon,58.59
The Origin of Species,Charles Darwin,58.59
Epictetus,Epictetus,58.59
The Noonday Demon,Andrew Solomon,58.59
Sahara,Clive Cussler,58.59
Them,Joyce Carol Oates,58.59
Alcoholics Anonymous,Anonymous,58.59
Rain of Gold,Victor Villaseñor,58.59
The Liberated Bride,Abraham B. Yehoshua;Hillel Halkin,58.59
From Hell,Alan Moore;Eddie Campbell;Pete Mullins,58.59
Something Happened,Joseph Heller,58.59
Oath of Swords,David Weber,58.59
Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,58.59
Mystical Paths,Susan Howatch,58.59
Last of the Wilds,Trudi Canavan,58.59
The Anatomy of Human Destructiveness,Erich Fromm,58.59
The Corner,David Simon;Edward Burns,58.59
American Tragedy,David E. Kaiser,58.59
The Smoke Jumper,Nicholas Evans,58.59
Existentialists and Mystics,Iris Murdoch,58.59
The Oath,Frank E. Peretti,58.59
The Letters of Virginia Woolf: 1936-1941,Virginia Woolf,58.59
The Outlandish Companion,Diana Gabaldon,58.69
The Complete Plays of Aristophanes,Aristophanes,58.69
I. Asimov,Isaac Asimov,58.79
A First Course in String Theory,Barton Zwiebach,58.79
Middlemarch,George Eliot,58.79
Riddle-master,Patricia A. McKillip,58.79
The Mill on the Floss,George Eliot,58.89
Boy's Life,Robert McCammon,58.99
Doctor Faustus,Thomas Mann,58.99
"Life, a User's Manual",Georges Perec,59.09
Invisible Man,Ralph Ellison,59.09
The Last Mermaid,Shana Abé,59.09
Queen of Scots,John Alexander Guy,59.09
Echo of Eternity,Maggie Furey,59.19
The Faraway Tree Stories,Enid Blyton,59.29
Escape,James Clavell,59.39
Beatrix Potter,Linda Lear,59.39
The Waste Lands,Stephen King,59.39
Terrier,Tamora Pierce,59.39
Ovid's Metamorphoses,Ovid,59.39
The Golden Tulip,Rosalind Laker,59.49
Essentials of Conservation Biology,Richard B. Primack,59.49
The Adventures of Augie March,Saul Bellow;Christopher Hitchens,59.59
Benjamin Franklin,Walter Isaacson,59.59
The Stones of Summer,Dow Mossman,59.59
Girls' Night in,Jessica Adams;Chris Manby;Fiona Walker,59.59
The Wizard,Gene Wolfe,59.69
The Winthrop Woman,Anya Seton,59.79
The Last Temptation,Nikos Kazantzakis,59.89
The Honourable Schoolboy,John le Carre,59.89
Crime And Punishment In American History,Lawrence Friedman,59.99
The Waste Lands,Stephen King,59.99
Paradise Lost,John Milton,59.99
The Helene Hanff Omnibus,Helene Hanff,60.09
Undaunted Courage,Stephen E. Ambrose,60.19
A history of philosophy,Frederick Charles Copleston,60.19
Maccabbees,2,60.19
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States (Authorized Edition),National Commission on Terrorist Attacks;National Commission on Terrorist Attacks upon the United States;United States. National Commission on Terrorist Attacks upon the United States;Govt. Commission Usa;Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States;NORTON & CO.;Stati Uniti d' America. National commission on terrorist attacks upon the United States;USA National Commission on Terrorist Attacks Upon the United States,60.19
Xenocide,Orson Scott Card,60.19
Voice of the Gods,Trudi Canavan,60.19
The Feminine Mystique,Betty Friedan,60.19
How to Make Love Like a Porn Star,Jenna Jameson;Neil Strauss,60.19
Ten Great Works of Philosophy,Robert Paul Wolff,60.19
La Débâcle,Emile Zola;Elinor Dorday;Robert Lethbridge,60.19
The Last Boleyn,Karen Harper,60.19
The Fabric of the Cosmos,Brian Greene,60.19
Introduction to Phenomenology,Dermot Moran,60.19
Plum Island,Nelson DeMille,60.19
Beach Music,Pat Conroy,60.19
The Neutronium Alchemist,Peter F. Hamilton,60.19
Lost Prophet,John D'Emilio,60.19
Complete Short Stories,Graham Greene,60.39
Anesthesiology Review,Ronald J. Faust;Roy F. Cucchiara,60.49
Floating Dragon,Peter Straub,60.49
A Dangerous Fortune,Ken Follett,60.59
Quo Vadis,Henryk Sienkiewicz,60.59
The Good House,Tananarive Due,60.69
Sixteen Thirty-two,Eric Flint,60.69
Well of Darkness,Margaret Weis;Tracy Hickman,60.89
Lila's Child,Dan Glover,60.99
Summer of Night,Dan Simmons,60.99
Texas! Trilogy,Sandra Brown,60.99
East of Eden,John Steinbeck,61.09
East of Eden,John Steinbeck,61.19
Dragon,Clive Cussler,61.19
A Fine Balance,Rohinton Mistry,61.29
Dominion,Randy Alcorn,61.29
Wolf's Hour,Robert McCammon,61.29
"Ada, Or, Ardor, a Family Chronicle",Vladimir Vladimirovich Nabokov,61.39
The Collected Dorothy Parker,Dorothy Parker,61.39
Essentials of American Government,Karen O'Connor;Larry J. Sabato,61.39
Doyle Brunson's Super System,Doyle Brunson,61.49
Star by Star,Troy Denning,61.49
The Occult,Colin Wilson,61.59
The Guns of August,Barbara Wertheim Tuchman,61.59
The Poetry of Robert Frost,Robert Frost,61.69
Stone of Farewell,Tad Williams,61.79
Shadow,Bob Woodward,61.79
Tom Stoppard: Plays 5,Tom Stoppard,61.79
Rabbit at Rest,John Updike,61.79
A Fabulous Formless Darkness,David G. Hartwell,61.79
The Vampire Companion,Katherine M. Ramsland;Anne Rice,61.79
The Greenlanders,Jane Smiley,61.79
The Dark Side Of Genius,Donald Spoto,61.79
Empires of the Monsoon,Richard Hall,61.79
Savage Beauty,Nancy Milford,61.79
Guerilla Film Makers Movie Blueprint,Chris Jones,61.79
Collapse,Jared M. Diamond,61.79
A Savage War of Peace,Alistair Horne,61.79
Exodus,Leon Uris,61.79
March Upcountry,David Weber;John Ringo,61.79
"Richard Brautigan's A Confederate General from Big Sur, Dreaming of Babylon, and The Hawkline Monster",Richard Brautigan,61.79
The Wind-up Bird Chronicle,Haruki Murakami;Jay Rubin,61.89
Shamanism,Mircea Eliade,61.99
The Portable Dorothy Parker,Dorothy Parker,61.99
Dragons of a Vanished Moon,Margaret Weis;Tracy Hickman,61.99
The World According to Garp,John Irving,61.99
Helen of Troy,Margaret George,62.09
Matthew Flinders' Cat,Bryce Courtenay,62.09
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,62.09
Shattered Sword,Jonathan B. Parshall;Anthony P. Tully,62.19
The Absolute Sandman,Neil Gaiman;Sam Kieth,62.19
Skeleton Crew,Stephen King,62.19
The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,62.49
The Poisonwood Bible,Barbara Kingsolver,62.59
The World Is Flat [Updated and Expanded],Thomas L. Friedman,62.59
Varney's Pocket Midwife,Jan M. Kriebs;Carolyn L. Gegor,62.59
Bedlam's Bard,Mercedes Lackey;Ellen Guon,62.69
Three by Annie Dillard,Annie Dillard,62.69
A People's History of the United States,Howard Zinn;Kathy Emery;Ellen Reeves,62.89
The Count of Monte Cristo,Alexandre Dumas;Margaret Brantley,62.99
The Collected Stories of Eudora Welty,Eudora Welty,63.19
Blood of the Fold,Terry Goodkind,63.29
Foucault's Pendulum,Umberto Eco,63.29
A House for Mr Biswas,Vidiadhar Surajprasad Naipaul,63.29
Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,63.39
A Certain Justice,John T. Lescroart,63.39
The Great Shark Hunt,Hunter S. Thompson,63.39
Four Gothic Novels,Horace Walpole;William Beckford;Matthew Lewis;Mary W. Shelley,63.39
Animal,David Burnie;Don E. Wilson,63.39
A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,63.39
Four Plays,Aristophanes,63.39
The Dragon Reborn,Robert Jordan,63.39
A fine balance,Rohinton Mistry,63.39
Sammlung,Isaac Bashevis Singer,63.39
The World of Mr. Mulliner,Pelham Grenville Wodehouse,63.39
The More Than Complete Hitchhiker's Guide,Douglas Adams,63.39
Sources of the Self,Charles Taylor,63.39
The 9/11 Commission Report,National Commission on Terrorist Attacks upon the United States,63.39
The Scorpio Illusion,Robert Ludlum,63.39
Lords of the White Castle,Elizabeth Chadwick,63.39
The Warrior Prophet,R. Scott Bakker,63.39
Essential Dialogues of Plato,Plato,63.39
The Visible Hand,Alfred D. Chandler Jr.,63.39
World Light,Halldór Laxness,63.39
The Foundation Trilogy,Isaac Asimov,63.39
The Eight,Katherine Neville,63.39
The Pound Era,Hugh Kenner,63.39
The Favored Child,Philippa Gregory,63.39
Brando Unzipped,Darwin Porter,63.49
"Moby-Dick, Or, The Whale",Herman Melville,63.49
Rachel's Holiday,Marian Keyes,63.59
The Edge of Honor,P. T. Deutermann,63.59
Leviathan,Thomas Hobbes;Edwin M. Curley,63.69
Berlin Diary,William L. Shirer,63.69
Finnegans Wake,James Joyce,63.79
Letting Go,Philip Roth,63.99
The American Heritage New History of the Civil War,Bruce Catton,63.99
The Time of Our Singing,Richard Powers,64.09
Salem's Lot,Stephen King,64.09
The Ambler Warning,Robert Ludlum,64.19
The Family Idiot,Jean-Paul Sartre,64.19
The Chamber,John Grisham,64.19
Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,64.29
The Barrytown Trilogy,Roddy Doyle,64.29
Hitler's Willing Executioners,Daniel Jonah Goldhagen,64.39
Koko,Peter Straub,64.39
Johnny Reb and Billy Yank,Alexander Hunter,64.49
You Bright and Risen Angels,William T. Vollmann,64.49
The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,64.59
Harry Potter and the Goblet of Fire,J. K. Rowling,64.59
To The Last Man,Jeff Shaara,64.59
A Prayer for Owen Meany,John Irving,64.69
"Soldier, general of the army, president-elect, 1890-1952",Stephen E. Ambrose,64.69
The Age of Extremes,Eric J. Hobsbawm,64.79
The Darkness that Comes Before,R. Scott Bakker,64.79
Black Wind,Clive Cussler;Dirk Cussler,64.89
The Rough Guide to Vietnam,Jan Dodd;Mark Lewis;Ron Emmons,64.89
The Once and Future King,Terence Hanbury White,64.89
Gold Bug Variations,Richard Powers,64.99
Star Trek: The Original Series: Crucible: McCoy: Provenance of Shadows,David R. George III,64.99
Either/Or,Soren Kierkegaard,64.99
Horse Heaven,Jane Smiley,64.99
A Sparrow Falls,Wilbur Smith,64.99
The Red Gloves Collection,Karen Kingsbury,64.99
The Swords of Night and Day,David Gemmell,64.99
Case Closed,Gerald Posner,64.99
Strangers from a Different Shore,Ronald Takaki,64.99
The Complete Stories of Evelyn Waugh,Evelyn Waugh,64.99
Interface,Neal Stephenson;Frederick George,64.99
Swann's Way,Marcel Proust,64.99
It Doesn't Take a Hero,H. Norman Schwarzkopf;Peter Petre,64.99
The Dream Kingdom,Cynthia Harrod-Eagles,64.99
Philosophy In The Flesh,George Lakoff,64.99
Cuba,Fiona McAuslan;Matthew Norman,64.99
Lucy Sullivan Is Getting Married,Marian Keyes,64.99
Primo Levi,Ian Thomson,64.99
The Wall,John Hersey,64.99
Keeping Faith,Jimmy Carter,64.99
The Wise Woman,Philippa Gregory,64.99
Nixon Agonistes,Garry Wills,64.99
Henry VIII,Alison Weir,65.19
Warlock,Wilbur Smith,65.19
The Six Wives of Henry VIII,Alison Weir,65.29
The Belgariad V.2,David Eddings,65.39
"Look Homeward, Angel",Thomas Wolfe,65.39
Hemingway,Jeffrey Meyers,65.39
Time Quartet,Madeleine L'Engle,65.59
The Adolescent,Fyodor Dostoyevsky,65.69
Midnight's Children,Salman Rushdie,65.69
E. M. Forster,Philip Nicholas Furbank,65.79
Justice Oliver Wendell Holmes,G. Edward White,65.79
Directing the Documentary,Michael Rabiger,65.79
The Seventh Tower,Garth Nix,65.89
Rincewind the Wizzard,Terry Pratchett,65.89
Earthly Powers,Anthony Burgess,65.89
The Face,Dean Ray Koontz,65.89
The Complete Short Stories Of Ernest Hemingway,Ernest Hemingway,65.99
1421,Gavin Menzies,65.99
The Portable Faulkner,William Faulkner,65.99
Harry Potter and the Half-Blood Prince (Book 6),"Rowling, J.K.",66.19
The Corrections,Jonathan Franzen,66.29
"The Nightmare Years, 1930-1940",William L. Shirer,66.39
Ludwig Wittgenstein,Ray Monk,66.39
An Odyssey in Learning and Perception,Eleanor J. Gibson,66.39
The Portable Dante,Dante Alighieri,66.39
The Plague,Albert Camus,66.59
Wideacre,Philippa Gregory,66.59
Shooting Stars Omnibus,V.C. Andrews,66.59
The Magus,John Fowles,66.59
And The Band Played on,Randy Shilts,66.59
Western Philosophy,John G. Cottingham,66.59
The Annotated Huckleberry Finn,Mark Twain,66.59
"Selected letters, 1940-1956",Jack Kerouac;Ann Charters,66.59
Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,66.59
International Building Code 2003,International Code Council,66.59
"Selected Letters, 1957-1969",Jack Kerouac;Ann Charters,66.59
Lost Illusions,Honoré de Balzac,66.59
Shadowplay,Tad Williams,66.59
Structure and Interpretation of Computer Programs,Harold Abelson;Gerald Jay Sussman;Julie Sussman,66.69
Ralph Ellison,Arnold Rampersad,66.69
Black House,Stephen King;Peter Straub,66.89
How the Mind Works,Steven Pinker,66.99
Private Parts,Howard Stern;John D. Simons,66.99
Brightness Reef,David Brin,67.09
Virgin Earth,Philippa Gregory,67.09
The Other Boleyn Girl,Philippa Gregory,67.09
The Sigma Protocol,Robert Ludlum,67.19
The Chrestomanci Quartet,Diana Wynne Jones,67.39
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,67.39
International Codes,International Code Council,67.39
The New Hite Report,Shere Hite,67.69
Dune,Brian Herbert;Kevin J. Anderson,67.69
"The Collected Poems of Octavio Paz, 1957-1987",Octavio Paz,67.89
His Share of Glory,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association,67.99
Regeneration Through Violence,Richard Slotkin,67.99
Solomon's Song,Bryce Courtenay,68.09
Fall on Your Knees,Ann-Marie MacDonald,68.19
Blackout,John J. Nance,68.19
